hanzi,pinyin
粹,cui4
稗,bai4
粼,lin2
粽,zong4
精,jing1
糅,rou2
糈,xu3
粽,zong4
糊,hu2
糊,hu4
糌,zan1
糍,ci2
糕,gao1
糖,tang2
糗,qiu3
糗,qiu3
糙,cao1
糜,mi2
糜,mei2
糜,mi2
糁,san3
粪,fen4
糟,zao1
糠,kang1
糢,mo2
粮,liang2
糨,jiang4
糬,shu3
糯,nuo4
团,tuan2
粝,li4
籴,di2
粜,tiao4
糸,mi4
纟,si1
纠,jiu1
系,xi4
纠,jiu1
纪,ji3
纪,ji4
纣,zhou4
纣,zhou4
约,yao1
约,yue1
红,hong2
红,hong2
纡,yu1
纡,yu1
纥,ge1
纥,he2
纨,wan2
纫,ren4
紊,wen3
纹,wen2
纳,na4
纳,na4
纽,niu3
纾,shu1
纯,chun2
纰,pi1
纱,sha1
纸,zhi3
级,ji2
纷,fen1
纭,yun2
纴,ren4
素,su4
纺,fang3
索,suo3
索,suo3
扎,za1
扎,zha1
紫,zi3
扎,za1
扎,zha1
累,lei3
累,lei4
细,xi4
绂,fu2
绁,xie4
绅,shen1
绍,shao4
绍,shao4
绀,gan4
绋,fu2
绐,dai4
绌,chu4
终,zhong1
组,zu3
组,zu3
绊,ban4
绗,hang2
绁,xie4
结,jie1
结,jie2
絓,gua4
絓,kua1
绝,jue2
絘,ci4
绦,di2
绦,tao1
絜,jie2
絜,xie2
绔,ku4
绞,jiao3
络,lao4
络,luo4
绚,xuan4
给,gei3
给,ji3
绒,rong2
絮,xu4
统,tong3
丝,si1
绛,jiang4
绛,jiang4
绝,jue2
绢,juan4
絻,mian3
絻,wen4
绑,bang3
绡,xiao1
绠,geng3
绨,ti2
绣,xiu4
绥,sui2
捆,kun3
经,jing1
经,jing1
综,zeng4
综,zong1
绿,lv4
绸,chou2
绻,quan3
綦,qi2
线,xian4
绶,shou4
维,wei2
维,wei2
綮,qi3
绾,wan3
纲,gang1
网,wang3
绷,beng1
缀,chuo4
缀,zhui4
綷,cui4
纶,lun2
绺,liu3
绮,qi3
绽,zhan4
绰,chao1
绰,chuo4
绫,ling2
绵,mian2
绲,gun3
缁,zi1
紧,jin3
绯,fei1
繁,fan2
绪,xu4
绱,shang4
缃,xiang1
缄,jian1
缂,ke4
线,xian4
绵,mian2
缉,ji1
缉,qi1
缎,duan4
缔,di4
缗,min2
缘,yuan2
褓,bao3
缌,si1
编,bian1
缓,huan3
缅,mian3
缅,mian3
纬,wei3
缑,gou1
缑,gou1
缈,miao3
练,lian4
缏,bian4
缇,ti2
致,zhi4
萦,ying2
缙,jin4
缢,yi4
缒,zhui4
绉,zhou4
缣,jian1
缊,yun1
缊,yun4
缚,fu4
缜,zhen3
缟,gao3
缛,ru4
县,xian4
绦,tao1
縩,cai4
缝,feng2
缝,feng4
缡,li2
缩,suo1
纵,zong4
缧,lei2
纤,qian4
缦,man4
絷,zhi2
缕,lv3
缥,piao1
缥,piao3
縻,mi2
总,zong3
绩,ji4
繁,fan2
绷,beng1
绷,beng3
缫,sao1
缪,miao4
缪,liao3
缪,miao4
缪,miu4
缪,mou2
缪,mu4
繇,yao2
繇,you2
繇,zhou4
缯,zeng1
缯,zeng1
缯,zeng4
织,zhi1
缮,shan4
伞,san3
缭,liao2
绕,rao4
绣,xiu4
缋,hui4
襁,qiang3
绳,sheng2
绘,hui4
系,ji4
系,xi4
茧,jian3
缰,jiang1
缳,huan2
缲,qiao1
缲,sao1
缴,jiao3
绎,yi4
继,ji4
缤,bin1
缱,qian3
纂,zuan3
缬,xie2
纩,kuang4
续,xu4
累,lei2
累,lei2
缠,chan2
缨,ying1
才,cai2
纤,xian1
缵,zuan3
纛,dao4
缆,lan3
缶,fou3
缸,gang1
缺,que1
钵,bo1
瓶,ping2
罄,qing4
罅,xia4
樽,zun1
坛,tan2
瓮,weng4
罂,ying1
罐,guan4
罒,wang3
罓,wang3
罔,wang3
罕,han3
罘,fu2
罟,gu3
罡,gang1
罨,yan3
罩,zhao4
罪,zui4
置,zhi4
罚,fa2
罱,lan3
署,shu3
骂,ma4
罢,ba4
罢,ba
罚,fa2
罹,li2
罾,zeng1
罗,luo2
罗,luo2
罴,pi2
羁,ji1
羊,yang2
羊,yang2
芈,mi3
芈,mi3
羌,qiang1
羌,qiang1
羍,da2
美,mei3
美,mei3
羔,gao1
羌,qiang1
羚,ling2
羝,di1
羞,xiu1
群,qun2
群,qun2
羟,qiang3
羧,suo1
羡,xian4
义,yi4
义,yi4
羯,jie2
羯,jie2
羰,tang1
羲,xi1
膻,shan1
羸,lei2
羹,geng1
羼,chan4
羽,yu3
羿,yi4
翁,weng1
翁,weng1
翅,chi4
翅,chi4
翊,yi4
翌,yi4
翎,ling2
翏,liu4
习,xi2
习,xi2
翔,xiang2
翕,xi1
翟,di2
翟,zhai2
翟,di2
翠,cui4
翡,fei3
翥,zhu4
翦,jian3
翦,jian3
翩,pian1
玩,wan2
翮,he2
翰,han4
翰,han4
翱,ao2
翳,yi4
翘,qiao2
翘,qiao4
翱,ao2
翻,fan1
翼,yi4
翼,yi4
耀,yao4
老,lao3
考,kao3
耄,mao4
者,zhe3
耆,qi2
耋,die2
而,er2
耍,shua3
耍,shua3
耐,nai4
专,zhuan1
端,duan1
耒,lei3
耔,zi3
耕,geng1
耖,chao4
耗,hao4
耘,yun2
耙,ba4
耙,pa2
耜,si4
耠,huo1
耤,ji2
耦,ou3
耨,nou4
耩,jiang3
耪,pang3
耧,lou2
耢,lao4
耱,mo4
耳,er3
耵,ding1
耶,ye1
耶,ye2
耶,ye
耷,da1
耽,dan1
耿,geng3
耿,geng3
聃,dan1
聆,ling2
聊,liao2
聒,guo1
圣,sheng4
聘,pin4
聚,ju4
闻,wen2
闻,wen2
联,lian2
聪,cong1
聱,ao2
声,sheng1
耸,song3
聩,kui4
聂,nie4
聂,nie4
职,zhi2
聍,ning2
听,ting1
聋,long2
聿,yu4
肄,yi4
肃,su4
肃,su4
肆,si4
肇,zhao4
肇,zhao4
肉,rou4
肋,lei4
肌,ji1
肯,ken3
胳,ge1
肓,huang1
肖,xiao1
肖,xiao4
肘,zhou3
肙,yuan1
肚,du3
肚,du4
肛,gang1
肜,rong2
肝,gan1
肟,wo4
股,gu3
肢,zhi1
肥,fei2
胚,pei1
肩,jian1
肪,fang2
肫,zhun1
肭,na4
肯,ken3
肰,ran2
肱,gong1
育,yu4
肴,yao2
肺,fei4
肼,jing3
肽,tai4
胂,shen4
胃,wei4
胄,zhou4
背,bei1
背,bei4
胍,gua1
胎,tai1
胖,pan2
胖,pang4
胗,zhen1
胙,zuo4
胚,pei1
胛,jia3
胝,zhi1
胞,bao1
胠,qu1
胡,hu2
胡,hu2
胤,yin4
胥,xu1
胥,xu1
胩,ka3
胬,nu3
胭,yan1
胯,kua4
胰,yi2
胱,guang1
胲,hai3
胳,ge1
胴,dong4
胸,xiong1
胸,xiong1
胺,an4
胼,pian2
能,neng2
能,neng2
脂,zhi1
脆,cui4
胁,xie2
脆,cui4
胁,xie2
脉,mai4
脉,mo4
脊,ji3
脒,mi3
脖,bo2
吻,wen3
脘,wan3
胫,jing4
脞,cuo3
脢,mei2
唇,chun2
修,xiu1
脩,xiu1
脱,tuo1
脬,pao1
脯,fu3
脯,pu2
脲,niao4
脷,li4
胀,zhang4
脾,pi2
腆,tian3
腈,jing1
腊,xi1
腋,ye4
腌,yan1
肾,shen4
腐,fu3
腑,fu3
腓,fei2
腔,qiang1
腕,wan4
胨,dong4
腙,zong1
腚,ding4
腠,cou4
脶,luo2
腥,xing1
脑,nao3
腧,shu4
腩,nan3
肿,zhong3
腮,sai1
腰,yao1
腱,jian4
脚,jiao3
脚,jue2
腴,yu2
肠,chang2
腹,fu4
腺,xian4
腿,tui3
膀,bang3
膀,bang4
膀,pang1
膀,pang2
肷,qian3
膂,lv3
腽,wa4
膈,ge2
膈,ge4
膊,bo2
膏,gao1
膏,gao4
肠,chang2
膘,biao1
肤,fu1
膛,tang2
膜,mo2
膝,xi1
胶,jiao1
膣,zhi4
膦,lin4
膨,peng2
腻,ni4
膪,chuai4
膫,liao2
膫,liao2
膲,jiao1
膳,shan4
膺,ying1
膻,shan1
胆,dan3
脍,kuai4
脓,nong2
臀,tun2
臁,lian2
臂,bi4
臃,yong1
臆,yi4
腊,la4
脸,lian3
臊,sao1
臊,sao4
臀,tun2
臌,gu3
脐,qi2
膑,bin4
膘,biao1
腊,la4
胭,yan1
胪,lu2
裸,luo3
脏,zang4
脔,luan2
臜,za1
臣,chen2
臣,chen2
卧,wo4
臧,zang1
臧,zang1
臧,zang4
临,lin2
自,zi4
臬,nie4
臭,chou4
臭,xiu4
皋,gao1
臲,nie4
至,zhi4
致,zhi4
台,tai2
台,tai2
臻,zhen1
臼,jiu4
臽,xian4
臾,yu2
臾,yu2
臿,cha1
舀,yao3
舁,yu2
舂,chong1
舄,xi4
舅,jiu4
与,yu2
与,yu3
与,yu4
兴,xing1
兴,xing1
兴,xing4
举,ju3
旧,jiu4
舋,xin4
舌,ji1
舌,she2
舍,she4
舍,she3
舍,she4
舐,shi4
舒,shu1
舒,shu1
舔,tian3
铺,pu4
馆,guan3
舛,chuan3
舜,shun4
舞,wu3
舟,zhou1
舡,gang1
舢,shan1
舨,ban3
船,chuan2
航,hang2
舫,fang3
般,ban1
般,bo1
般,pan2
舭,bi3
舲,ling2
舳,zhu2
舴,ze2
舵,duo4
舶,bo2
舷,xian2
舸,ge3
船,chuan2
舾,xi1
艄,shao1
艅,yu2
艇,ting3
艉,wei3
艋,meng3
艎,huang2
艏,shou3
艘,sou1
舱,cang1
艚,cao2
艟,chong1
樯,qiang2
橹,lu3
舣,yi3
舰,jian4
艨,meng2
橹,lu3
舻,lu2
艮,gen3
艮,gen4
良,liang2
艰,jian1
色,se4
色,shai3
艴,fu2
艳,yan4
艳,yan4
草,cao3
艹,cao3
艻,le4
艽,jiao1
艾,ai4
艾,ai4
艾,yi4
艿,nai3
芄,wan2
芊,qian1
芋,yu4
芍,que4
芍,shao2
芎,xiong1
芏,du4
芑,qi3
芒,mang2
芘,pi2
芙,fu2
芝,zhi1
芟,shan1
芡,qian4
芤,kou1
芥,gai4
芥,jie4
芨,ji2
芩,qin2
芪,qi2
芫,yan2
芫,yuan2
芬,fen1
芭,ba1
芮,rui4
芮,rui4
芯,xin1
芯,xin4
芰,ji4
花,hua1
花,hua1
花,hua1
芳,fang1
芴,hu1
芴,wu4
芷,zhi3
芸,yi4
芸,yun2
芹,qin2
刍,chu2
芽,ya2
芾,fei4
芾,fu2
苄,bian4
苊,e4
苑,yuan4
苑,yuan4
苒,ran3
苓,ling2
苔,tai1
苔,tai2
苕,shao2
苕,tiao2
苗,miao2
苗,miao2
苘,qing3
苛,ke1
苜,mu4
苞,bao1
苟,gou3
苟,gou3
苠,min2
苡,yi3
苣,ju4
苣,qu3
苤,pie3
若,re3
若,ruo4
苦,ku3
苎,zhu4
苫,shan1
苯,ben3
英,ying1
英,ying1
苲,zha3
苴,ju1
苴,ju1
苷,gan1
苹,ping2
苻,fu2
茀,fu2
茁,zhuo2
茂,mao4
范,fan4
茄,jia1
茄,qie2
茅,mao2
茅,mao2
茆,mao2
茆,mao3
茇,ba2
茈,ci2
茈,zi3
茉,mo4
茌,chi2
茗,ming2
荔,li4
茚,yin4
茛,gen4
茜,qian4
茜,xi1
茨,ci2
茫,mang2
茬,cha2
茭,jiao1
茯,fu2
茱,zhu1
兹,zi1
茳,jiang1
茴,hui2
茵,yin1
茶,cha2
茸,rong2
茹,ru2
茹,ru2
茼,tong2
荀,xun2
荀,xun2
荃,quan2
荅,da1
荅,da2
荇,xing4
草,cao3
草,cao4
荆,jing1
荞,qiao2
荏,ren3
荑,ti2
荑,yi2
荒,huang1
荔,li4
豆,dou4
荷,he2
荷,he2
荷,he4
荸,bi2
荻,di2
荼,tu2
荽,sui1
莆,pu2
莉,li4
庄,zhuang1
庄,zhuang1
莎,sha1
莎,suo1
莒,ju3
莒,ju3
莓,mei2
茎,jing1
莘,shen1
莘,shen1
莘,xin1
莛,ting2
莜,you2
莞,guan1
莞,guan3
莞,wan3
莠,you3
荚,jia2
苋,xian4
莨,lang4
莩,fu2
莩,piao3
莪,e2
莫,mo4
莫,mo4
莰,kan3
莽,mang3
莿,ci4
菀,wan3
菀,yu4
菁,jing1
菅,jian1
菇,gu1
菊,ju2
菌,jun1
菌,jun4
菏,he2
菐,pu2
灾,zai1
果,guo3
菔,fu2
菖,chang1
菘,song1
菜,cai4
菝,ba2
菟,tu4
菠,bo1
菡,han4
菥,xi1
菩,pu2
菪,dang4
华,hua2
华,hua4
华,hua1
华,hua2
菰,gu1
菱,ling2
菲,fei1
菲,fei1
菲,fei3
庵,an1
烟,yan1
菸,yu1
菹,zu1
菽,shu1
萁,qi2
萃,cui4
萄,tao2
萆,bi4
苌,chang2
苌,chang2
莱,lai2
萋,qi1
萌,meng2
萍,ping2
萎,wei3
萏,dan4
萑,huan2
萘,nai4
萜,tie1
万,wan4
万,wan4
萱,xuan1
萱,xuan1
莴,wo1
萸,yu2
萼,e4
落,la4
落,lao4
落,luo4
葄,zuo4
葆,bao3
叶,ye4
叶,ye4
葑,feng1
荭,hong2
着,zhao1
着,zhao2
着,zhe
着,zhuo2
著,zhu4
葙,xiang1
葚,shen4
葛,ge3
葛,ge2
参,shen1
葡,pu2
葡,pu2
董,dong3
董,dong3
荮,zhou4
苇,wei3
葩,pa1
葫,hu2
葬,zang4
葭,jia1
药,yao4
葳,wei1
葵,kui2
葶,ting2
荤,hun1
荤,xun1
葸,xi3
葺,qi4
蒂,di4
蒎,pai4
蒐,sou1
莼,chun2
莳,shi2
莳,shi4
蒗,lang4
蒙,meng2
蒙,meng3
蒙,meng1
蒙,meng2
蒜,suan4
莅,li4
蒟,ju3
蒡,bang4
蒦,huo4
蒭,chu2
蒯,kuai3
蒲,pu2
蒲,pu2
蒴,shuo4
蒸,zheng1
蒹,jian1
蒺,ji2
蒻,ruo4
苍,cang1
苍,cang1
蒽,en1
蒿,hao1
荪,sun1
蓁,zhen1
蓂,ming2
蓄,xu4
席,xi2
蓉,rong2
蓉,rong2
蓊,weng3
盖,ge3
盖,gai4
蓍,shi1
蓐,ru4
蓑,suo1
蓓,bei4
蓔,yao3
蓔,zhuo2
蓖,bi4
参,shen1
蓬,peng2
蓬,peng2
莲,lian2
苁,cong1
蓰,xi3
莼,chun2
蓼,liao3
蓼,lu4
荜,bi4
蓿,xu4
菱,ling2
蔌,su4
蔌,su4
蔑,mie4
蔓,man2
蔓,man4
卜,bo2
蒂,di4
蔗,zhe4
蔚,yu4
蔚,wei4
蒌,lou2
蔟,cu4
蔡,cai4
蒋,jiang3
葱,cong1
茑,niao3
蔫,nian1
蔬,shu1
荫,yin4
麻,ma2
蔸,dou1
蔻,kou4
蔽,bi4
荨,qian2
蕃,bo1
蕃,fan1
蕃,fan2
蒇,chan3
蕈,xun4
蕉,jiao1
蕉,qiao2
蕊,rui3
蕊,rui3
荞,qiao2
蕑,jian1
蕑,jian1
荬,mai3
芸,yun2
莸,you2
蕖,qu2
荛,rao2
蕙,hui4
萼,e4
蕞,zui4
蕠,ru2
蒉,kui4
蒉,kui4
蕤,rui2
蕨,jue2
荡,dang4
芜,wu2
萧,xiao1
萧,xiao1
蓣,yu4
蕹,weng4
蕺,ji2
蕻,hong2
蕻,hong4
蕾,lei3
萱,xuan1
薄,bo2
薄,bao2
薄,bo2
薄,bo4
薅,hao1
薇,wei1
荟,hui4
蓟,ji4
蓟,ji4
芗,xiang1
薏,yi4
姜,jiang1
蔷,qiang2
剃,ti4
薛,xue1
薛,xue1
薜,bi4
莶,lian3
莶,xian1
薤,xie4
荐,jian4
薨,hong1
萨,sa4
薪,xin1
薯,shu3
熏,xun1
薰,xun1
薳,wei3
苧,ning2
薶,mai2
薶,wo1
薷,ru2
薹,tai2
荠,ji4
荠,qi2
藁,gao3
藇,xu4
藇,xu4
借,jie4
藉,ji2
藉,ji2
藉,jie4
蓝,lan2
蓝,lan2
荩,jin4
藏,zang4
藏,cang2
藏,zang4
藐,miao3
藒,qie4
藕,ou3
藘,lv2
藜,li2
艺,yi4
藤,teng2
药,yao4
藨,biao1
藩,fan1
薮,sou3
苈,li4
薯,shu3
蔼,ai3
蔺,lin4
蔺,lin4
藻,zao3
萱,xuan1
藿,huo4
蕊,rui3
蕲,qi2
蘅,heng2
芦,lu2
苏,su1
苏,su1
蕴,yun4
苹,ping2
萱,xuan1
蘑,mo2
苏,su1
蘘,rang2
藓,xian3
蔹,lian3
茏,long2
花,hua1
蘧,qu2
蘧,qu2
蘩,fan2
兰,lan2
兰,lan2
蘵,zhi2
蘸,zhan4
蓠,li2
蘼,mi2
萝,luo2
虍,hu1
虎,hu3
虐,nve4
虒,si1
虔,qian2
处,chu3
处,chu4
虖,hu1
虚,xu1
虏,lu3
虞,yu2
虞,yu2
号,hao2
号,hao4
虢,guo2
亏,kui1
虫,chong2
虬,qiu2
虰,ding1
虱,shi1
蛇,she2
虹,hong2
虺,hui1
虺,hui3
虻,meng2
虼,ge4
蚊,wen2
蚋,rui4
蚌,beng4
蚌,bang4
蚍,pi2
蚓,yin3
蚖,yuan2
蛔,hui2
蚜,ya2
蚣,gong1
蚤,zao3
蚧,jie4
蚨,fu2
蚩,chi1
蚩,chi1
蚪,dou3
蚯,qiu1
蚰,you2
蚱,zha4
蚴,you4
蚵,e2
蚶,han1
蚺,ran2
蛀,zhu4
蛄,gu1
蛆,qu1
蛇,she2
蛉,ling2
蛋,dan4
蛋,dan4
蛐,qu1
蛑,mou2
蛔,hui2
蛔,hui2
蛘,yang2
蛙,wa1
蛛,zhu1
蛜,yi1
蛞,kuo4
蛟,jiao1
蛤,ge2
蛤,ha2
蛩,qiong2
蛭,zhi4
蛵,xing2
蛸,shao1
蛸,xiao1
蛹,yong3
蛱,jia2
蜕,tui4
蛾,e2
蜀,shu3
蜂,feng1
蜃,shen4
蚬,xian3
蜇,zhe1
蜇,zhe2
蜈,wu2
蜉,fu2
蜊,li2
螂,lang2
蜍,chu2
蜎,yuan1
蜎,yuan1
蜒,yan2
蜓,ting2
蛔,hui2
蜘,zhi1
蜚,fei3
蜜,mi4
蜞,qi2
蜢,meng3
蜣,qiang1
蜥,xi1
蝶,die2
蜩,tiao2
蜮,yu4
蜱,pi2
蜴,yi4
蜷,quan2
霓,ni2
蜻,qing1
蜾,guo3
蜿,wan1
蝌,ke1
蝎,xie1
蝓,yu2
蚀,shi2
蝗,huang2
蝙,bian1
猬,wei4
蝠,fu2
蠕,ru2
蝣,you2
蝤,qiu2
蝥,mao2
虾,ha2
虾,xia1
虱,shi1
蝮,fu4
猿,yuan2
蝰,kui2
虻,meng2
蝴,hu2
蝶,die2
蜗,wo1
蝻,nan3
蝽,chun1
螂,lang2
螃,pang2
蛳,si1
螅,xi1
螈,yuan2
螉,weng1
螋,sou1
融,rong2
融,rong2
螓,qin2
螗,tang2
蚂,ma1
蚂,ma3
蚂,ma4
螟,ming2
蚊,wen2
萤,ying2
螫,shi4
螫,zhe1
螬,cao2
螭,chi1
螯,ao2
螳,tang2
螵,piao1
螺,luo2
蝼,lou2
螽,zhong1
蟀,shuai4
蚊,wen2
蛰,zhe2
蟆,ma2
蟆,ma2
蝈,guo1
蟊,mao2
蟋,xi1
螨,man3
蟑,zhang1
蟒,mang3
蟓,xiang4
蟛,peng2
蟜,jiao3
蟜,jiao3
蟟,liao2
蟠,pan2
蟢,xi3
虮,ji3
蟥,huang2
蟪,hui4
蝉,chan2
蟭,jiao1
蟮,shan4
蛲,nao2
虫,chong2
蛏,cheng1
蟹,xie4
蚁,yi3
蟾,chan2
蠃,luo3
蝇,ying2
虿,chai4
蠊,lian2
蝎,xie1
蟹,xie4
蛴,qi2
蝾,rong2
茧,jian3
蠓,meng3
蚝,hao2
蠕,ru2
蠖,huo4
蠛,mie4
蜡,la4
蠡,li2
蠡,li3
蠢,chun3
蛎,li4
蟏,xiao1
蜂,feng1
蠮,ye1
蛊,gu3
蠲,juan1
蠵,xi1
蚕,can2
蠹,du4
蛮,man2
蠼,qu2
血,xue4
衄,nv4
衄,nv4
众,zhong4
脉,mai4
蔑,mie4
行,hang2
行,xing2
衍,yan3
术,shu4
术,zhu2
同,tong4
弄,long4
衖,xiang4
街,jie1
衔,xian2
衙,ya2
衙,ya2
胡,hu2
卫,wei4
卫,wei4
冲,chong1
冲,chong4
衡,heng2
衢,qu2
衣,yi1
衣,yi4
衤,yi1
表,biao3
衩,cha3
衩,cha4
衫,shan1
衰,cui1
衰,shuai1
衲,na4
衷,zhong1
只,zhi3
衹,qi2
邪,xie2
衽,ren4
衾,qin1
衿,jin1
袁,yuan2
袁,yuan2
袂,mei4
袈,jia1
袋,dai4
袍,pao2
袒,tan3
袖,xiu4
衮,gun3
袟,zhi4
袟,zhi4
帙,zhi4
袢,pan4
袤,mao4
被,bei4
袮,ni3
袮,mi
袱,fu2
裤,ku4
衽,ren4
袷,jia2
袷,qia1
袼,ge1
裁,cai2
裂,lie4
裇,xu1
裉,ken4
袅,niao3
夹,jia2
裎,cheng2
裎,cheng3
里,li3
裒,pou2
裔,yi4
裕,yu4
裘,qiu2
裘,qiu2
裙,qun2
补,bu3
装,zhuang1
裟,sha1
裙,qun2
里,li3
裨,pi2
裨,bi4
裨,pi2
裰,duo1
裱,biao3
裳,chang2
裳,shang
裴,pei2
裴,pei2
裴,pei2
裸,luo3
裹,guo3
裼,ti4
裼,xi1
制,zhi4
裾,ju1
褂,gua4
复,fu4
褊,bian3
褐,he4
褒,bao1
褓,bao3
褙,bei4
褚,chu3
褚,zhu3
褟,ta1
褡,da1
褥,ru4
褪,tui4
褪,tun4
褫,chi3
袅,niao3
褰,qian1
褱,huai2
裤,ku4
裢,lian2
褵,li2
褶,xi2
褶,zhe3
褛,lv3
亵,xie4
襁,qiang3
褒,bao1
襄,xiang1
襄,xiang1
裥,jian3
裥,jian3
杂,za2
袯,bo2
袄,ao3
裣,lian3
襞,bi4
襟,jin1
裆,dang1
袒,tan3
襢,zhan4
褴,lan2
襦,ru2
袜,wa4
襫,shi4
衬,chen4
袭,xi2
襻,pan4
襾,ya4
西,xi1
西,xi1
要,yao1
要,yao4
覃,qin2
覃,tan2
覃,tan2
复,fu4
覆,fu4
霸,ba4
核,he2
羁,ji1
见,jian4
见,xian4
规,gui1
觅,mi4
觅,mi4
视,shi4
觇,chan1
觋,xi2
觎,yu2
睹,du3
亲,qin1
亲,qing4
觊,ji4
觏,gou4
觐,jin4
觑,qu4
觉,jiao4
觉,jue2
览,lan3
觌,di2
观,guan4
观,guan1
观,guan4
角,jue2
角,jiao3
角,jue2
粗,cu1
觖,jue2
觚,gu1
觜,zi1
觜,zui3
解,xie4
解,jie3
解,jie4
解,xie4
觥,gong1
觫,su4
觱,bi4
觳,hu2
觞,shang1
觯,zhi4
触,chu4
言,yan2
讠,yan2
订,ding4
讣,fu4
訇,hong1
訇,hong1
计,ji4
计,ji4
讯,xun4
讧,hong4
讨,tao3
讦,jie2
训,xun4
讪,shan4
讫,qi4
托,tuo1
记,ji4
讹,e2
讶,ya4
讼,song4
诀,jue2
讷,ne4
访,fang3
设,she4
许,xu3
许,xu3
诉,su4
诃,he1
诊,zhen3
注,zhu4
证,zheng4
訾,zi1
訾,zi1
訾,zi3
诂,gu3
诋,di3
詈,li4
讵,ju4
诈,zha4
诒,yi2
诏,zhao4
评,ping2
诎,qu1
诅,zu3
词,ci2
咏,yong3
诩,xu3
询,xun2
诣,yi4
试,shi4
察,cha2
诗,shi1
诗,shi1
诧,cha4
诟,gou4
诡,gui3
诠,quan2
诘,jie2
话,hua4
该,gai1
详,xiang2
诜,shen1
酬,chou2
詹,zhan1
詹,zhan1
诙,hui1
诖,gua4
诔,lei3
诛,zhu1
诓,kuang1
夸,kua1
志,zhi4
认,ren4
诳,kuang2
诶,ei1
诶,ei2
诶,ei3
诶,ei4
诶,xi1
誓,shi4
诞,dan4
悖,bei4
诱,you4
誙,keng1
诮,qiao4
语,yu3
语,yu4
诚,cheng2
诫,jie4
诬,wu1
误,wu4
诰,gao4
诵,song4
诲,hui4
说,shui4
说,shuo1
说,shuo1
谁,shei2
课,ke4
谇,sui4
诽,fei3
谊,yi4
訚,yin2
訚,yin2
调,diao4
调,tiao2
谄,chan3
谆,zhun1
谈,tan2
谈,tan2
诿,wei3
请,qing3
诤,zheng4
诹,zou1
愆,qian1
诼,zhuo2
谅,liang4
论,lun2
论,lun4
谂,shen3
话,hua4
谀,yu2
谍,die2
谝,pian3
喧,xuan1
谥,shi4
诨,hun4
谔,e4
谛,di4
谐,xie2
谏,jian4
谏,jian4
谕,yu4
谘,zi1
讳,hui4
谙,an1
谌,chen2
谌,chen2
讽,feng3
诸,zhu1
诸,zhu1
谚,yan4
谖,xuan1
诺,nuo4
谋,mou2
谒,ye4
谓,wei4
谓,wei4
誊,teng2
诌,zhou1
謇,jian3
谎,huang3
歌,ge1
谜,mei4
谜,mi2
谧,mi4
谑,xue4
谡,su4
谤,bang4
谦,qian1
谥,shi4
谥,yi4
讲,jiang3
谢,xie4
谢,xie4
谣,yao2
謦,qi4
谟,mo2
谟,mo2
谪,zhe2
谬,miu4
谫,jian3
讴,ou1
谨,jin3
谩,man2
谩,man4
哗,hua2
嘻,xi1
证,zheng4
讹,e2
谲,jue2
讥,ji1
撰,zhuan4
谮,zen4
识,shi2
识,zhi4
谯,qiao2
谯,qiao2
谯,qiao4
谭,tan2
谭,tan2
谱,pu3
噪,zao4
警,jing3
谵,zhan1
譬,pi4
毁,hui3
译,yi4
议,yi4
谴,qian3
护,hu4
誉,yu4
读,dou4
读,du2
谪,zhe2
赞,zan4
变,bian4
仇,chou2
雠,chou2
仇,chou2
谗,chan2
让,rang4
谰,lan2
谶,chen4
欢,huan1
赞,zan4
谠,dang3
谳,yan4
讬,tuo1
谷,gu3
谷,gu3
溪,xi1
豁,hua2
豁,huo1
豁,huo4
豆,dou4
豇,jiang1
岂,kai3
岂,qi3
豉,chi3
豊,feng1
豊,li3
豌,wan1
竖,shu4
丰,feng1
丰,feng1
艳,yan4
艳,yan4
豕,shi3
豖,chu4
豚,tun2
象,xiang4
豢,huan4
豦,qu2
豪,hao2
豫,yu4
豫,yu4
猪,zhu1
豱,wen1
豳,bin1
豸,zhi4
豹,bao4
豺,chai2
豻,an4
豻,han4
貂,diao1
貅,xiu1
貉,he2
貉,mo4
貊,mo4
貌,mao4
狸,li2
猊,ni2
猫,mao1
猫,mao2
貔,pi2
貘,mo4
獾,huan1
贝,bei4
贝,bei4
贞,zhen1
负,fu4
财,cai2
贡,gong4
贡,gong4
贫,pin2
货,huo4
贩,fan4
贪,tan1
贯,guan4
责,ze2
贮,zhu4
贳,shi4
赀,zi1
贰,er4
贵,gui4
贬,bian3
买,mai3
贷,dai4
贶,kuang4
费,fei4
费,fei4
贴,tie1
贻,yi2
贸,mao4
贺,he4
贺,he4
贲,ben1
贲,ben1
贲,bi4
赂,lu4
赁,lin4
贿,hui4
赅,gai1
赅,gai1
资,zi1
贾,jia3
贾,gu3
恤,xu4
贼,zei2
賏,ying4
赈,zhen4
赊,she1
宾,bin1
赇,qiu2
赒,zhou1
赉,lai4
赞,zan4
赐,ci4
赏,shang3
赔,pei2
赓,geng1
贤,xian2
卖,mai4
贱,jian4
赋,fu4
赕,dan3
质,zhi4
赍,ji1
账,zhang4
赌,du3
赖,lai4
赖,lai4
赍,ji1
赚,zhuan4
赚,zuan4
赙,fu4
购,gou4
赛,sai4
赜,ze2
贽,zhi4
赘,zhui4
赠,zeng4
赞,zan4
赝,yan4
赡,shan4
赢,ying2
赆,jin4
赣,gan4
赃,zang1
赑,bi4
赎,shu2
赝,yan4
赣,gan4
赃,zang1
赤,chi4
